id,count
1686,27.42
1691,100.14
1693,35.05
1696,41.15
1697,96.6
1703,104.37
1706,28.75
1709,168.29
1710,89.27
1712,209.9
1713,128.17
1718,319.55
1719,161.83
1722,294.55
1723,131.0
1724,284.06
1728,54.59
1730,34.56
1732,28.8
1737,40.2
1745,86.84
1747,14.0
1748,12.0
1755,102.99
1759,17.68
1761,282.48
1764,228.22
1765,156.67
1766,87.72
1768,99.53
1770,30.26
1771,139.44
1774,99.52
1785,124.4
1788,190.13
1792,15.6
1794,226.89
1797,120.41
1798,12.84
1799,270.39
1802,102.73
1806,33.3
1808,82.3
1810,252.66
1818,104.94
1819,376.21
1820,289.23
1822,227.9
1826,227.33
1827,170.81
1835,17.74
1841,115.22
1842,161.66
1843,17.64
1846,45.52
1849,97.83
1850,206.9
1851,192.27
1857,57.33
1858,177.13
1860,97.49
1861,244.61
1864,116.4
1869,322.82
1871,70.85
1872,32.75
1875,16.26
1878,235.53
1879,247.71
1885,93.38
1888,116.88
1889,32.8
1890,93.53
1896,144.03
1897,167.71
1898,110.84
1900,101.22
1905,39.41
1908,121.78
1909,100.03
1913,71.63
1918,110.01
1922,322.59
1923,137.34
1925,251.16
1926,139.11
1927,305.59
1930,207.6
1935,66.2
1939,115.64
1942,96.0
1943,104.54
1948,243.58
1949,260.5
1951,109.37
1953,118.15
1959,124.89
1963,17.34
1967,127.93
1973,276.18
1975,28.72
1976,88.62
1990,117.68
1993,119.86
1997,195.83
1999,128.55
2001,313.29
2004,86.54
2010,97.98
2013,138.92
2017,302.71
2021,117.12
2023,159.74
2026,143.94
2037,34.52
2039,212.97
2041,18.19
2046,31.27
2050,18.63
2060,235.79
2067,101.78
2069,155.24
2072,266.07
2074,148.6
2079,121.23
2083,27.29
2085,200.21
2087,16.5
2093,139.67
2094,29.62
2097,36.67
2103,96.23
2104,56.9
2107,192.94
2108,19.32
2110,93.76
2115,176.19
2117,32.57
2125,317.15
2127,267.17
2133,15.13
2134,389.44
2135,117.38
2141,261.26
2143,32.56
2145,87.52
2146,30.17
2147,276.53
2148,62.31
2149,71.4
2165,122.82
2166,153.82
2177,203.57
